about,address,category,city,com_id,company,country,employees,reference,sector,status,turnover,website,zipcode
"
About Salesforce
Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. The company was founded on three disruptive ideas: a new technology model in cloud computing, a pay-as-you-go business model, and a new integrated corporate philanthropy model. These founding principles have taken our company to great heights, including being named one of Forbess Worlds Most Innovative Company five years in a row and one of Fortunes 100 Best Companies to Work For eight years in a row. We are the fastest growing of the top 10 enterprise

 

About Futureforce:

 

Futureforce is for college students or new grads wanting to experience life at Salesforce, one of the Worlds Most Innovative Companies 5­-years-­running and one of Fortunes 100 Best Companies to Work For 8-years-running.Futureforce offers a collaborative work environment, which fosters innovation, provides flexibility and most importantly is fun!
","
Block 5, DivyaSree Orion IT/ITES SEZ, Survey 66/1 Panmakhta, Raidurg Village, Serilingampally Mandal, Ranga Reddy District, Hyderabad,
","
Private
",Telangana,70,Salesforce,India,,"
Self
","
IT/Software
",1,,https://www.salesforce.com/company/careers/university-recruiting/,500032
"
Axtria is a global provider of cloud software and data analytics to the Life Sciences industry. We help Life Sciences companies transform the product commercialization journey to drive sales growth and improve healthcare outcomes for patients. We are acutely aware that our work impacts millions of patients and lead passionately to improve their lives.
Since our founding in 2010, technology innovation has been our winning differentiation, and we continue to leapfrog competition with platforms that deploy Artificial Intelligence and Machine Learning. Our cloud-based platforms - Axtria DataMax, Axtria InsightsIQ, Axtria SalesIQ, and Axtria MarketingIQ - enable customers to efficiently manage data, leverage data science to deliver insights for sales and marketing planning, and manage end-to-end commercial operations. With customers in over 20 countries, Axtria is one of the biggest global commercial solutions providers in the Life Sciences industry. We continue to win industry recognition for growth and are featured in some of the most aspirational lists - INC 5000, Deloitte FAST 500, NJBiz FAST 50, SmartCEO Future 50, Red Herring 100, and several other growth and technology awards.
","
SEZ, DLF CyberCity, Bldg. 14, Tower B, 11th Floor & Tower D, 12th Floor, 	DLF  III, Gurgaon, Haryana 122001
","
Private
",Gurgaon,71,Axtria India Pvt. Ltd.,India,"
Between 1000 to 5000
","
Self
","
Analytics,Consulting
",1,,www.axtria.com,122001
"
At PwC, our purpose is to build trust in society and solve important problems. With us, youre always supported by a global network of more than 250,000 people in 158 countries with one goal: to help your business thrive. PwCs professional services, including audit and assurance, tax and consulting, cover such areas as cybersecurity and privacy, human resources, deals and forensics. In India, PwC has offices in these cities: Ahmedabad, Bengaluru, Bhopal, Chennai, Dehradun, Delhi NCR, Hyderabad, Kolkata, Mumbai, Pune, Raipur and Shimla. For more information about PwC Indias service offerings, visit www.pwc.in
","
Building 8, Tower B, 8th Floor, DLF Cyber City,Gurgaon, Haryana  122002
","
MNC
",Gurgaon,72,PwC India,India,"
>5000
","
Contacted by CDC
","
Consulting
",1,"
>5000
",https://www.pwc.in/,122002
"
ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.

Were disruptive.We work hard but try not to take ourselves too seriously.We are highly adaptable and constantly evolving.We are passionate about our product, and we live for our customers.We have high expectations and a career at ServiceNow means challenging yourself to always be better.
","
Servicenow India Pvt Ltd
","
MNC
",Hyderabad,73,Servicenow,India,"
>5000
","
Self
","
IT/Software
",1,"
Between 100 to 500
",www.servicenow.com,500081
,"
3rd Floor, Gala no. 4, Krislon House, Saki Vihar Road, Saki Naka, Andheri East, Mumbai Suburban, Maharashtra
","
Private
",Mumbai,74,Bizongo,India,"
Between 500 to 1000
","
Self
","
Others
",0,,www.bizongo.com,400072
,"
B5, Second floor, Yosemite, AISEZ, Airoli, Navi Mumbai, Thane Belapur road, Maharashtra 400708
","
Private
","Airoli , Navi Mumbai",75,Capgemini Technology Services India ltd,INDIA,,"
Self
","
IT/Software
",1,,www.capgemini.com,400708
,"
Sony India Software Center Private Limited
","
MNC
",Bangalore,76,Sony India Software Centre Pvt. Ltd.,India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,,www.sonyindiasoftware.co.in,560037
"
Merilytics is a fast-growing, analytics company offering advanced and intelligent analytical solutions to clients globally. We combine domain expertise, advanced analytics and technology to provide robust solutions for clients- business problems. You can find further details about the company at https://merilytics.com 
We partner with our clients in the CPG, Retail, Media & Entertainment, Consumer Finance industries etc. by providing analytical solutions to generate superior returns. We solve clients- business problems by analysing large amount of data to help guide their Operations, Marketing, Pricing, Customer Strategies, and much more.
","
Merilytics
","
Private
",Hyderabad,77,Merilytics,IN,"
Between 100 to 500
","
Alumini Contact
","
Analytics,Consulting
",1,,www.merilytics.com,500084
"
Delhivery is a third-party logistics service provider, operating in over 1,200 cities in India.[3] It was founded in 2011 by Sahil Barua, Mohit Tandon, Bhavesh Manglani, Suraj Saharan and Kapil Bharati is backed by funding from Tiger Global Management, Multiples, Carlyle Group, Fosun Group, Nexus Venture Partners. The Gurugram-based company has 30 fulfillment centres and over 2,500 delivery partners and 19 automated sorting centres that drive its operations.
","
Plot No 5, Sector 44 Gurgaon, Haryana
","
StartUp
",Gurgaon,78,Delhivery,India,"
>5000
","
Self
","
Others
",1,"
Between 1000 to 5000
",https://www.delhivery.com/,122002
,"
1, Ground floor, Elecon chambers, Besides Central Hospital, Near saki naka telephone exchange, Off Andheri Kurla Road, saki naka, Andheri East, Mumbai - 400072
","
StartUp
",Mumbai,79,Gray Routes Technology Pvt Ltd,India,,"
Self
","
IT/Software
",0,,www.grayroutes.in,400072
"
Based on the experience we share knowledge to others and train the candidates
","
""Agrini Apartment,""Vasudhara Enclave""Anirudh DF-04,I floor
","
Private
",MADURAI,80,Ap-Tech,India,"
>5000
","
Alumini Contact
","
IT/Software
",0,"
>5000
",www.aptech.edu,625003
,"
","
",,81,Dishman Carbogen Amcis,,,,"
",0,,,
"
AWL, Inc. is a team that will revolutionize the retail industry with AI. Our HQ is in Tokyo and have an R&D lab is in Hokkaido. We bring together amazing people from across the globe and create innovations that impact the world. Join us as we expand and scale globally.
","
Tokumiya Bldg. 6F, 1-12-4 Kudan-kita,
","
StartUp
","Chiyoda-ku, Tokyo",82,"AWL, Inc.",Japan,"
Between 50 to 100
","
Alumini Contact
","
IT/Software
",1,"
Below 50
",https://awl.co.jp/en/,102-0073
"
We are the developers of NetSim a leading Network Simulation and Emulation platform used by 400+ organizations across 25+ countries.
","
214, 7th Main 39th A Cross
","
Private
",Bangalore,83,TETCOS,India,"
Below 50
","
Self
","
Core Engineering
",0,,https://www.tetcos.com,560041
,"
","
",,84,Test company,,,,"
",0,,,
,"
2nd Floor, Tower D, IBC, 4/1
","
Private
",Bangalore,85,BYJU'S - The Learning App,India,"
>5000
","
Self
","
Teaching / education
",1,,byjus.com,560029
"
ESSI Integrated Technologies is a leading player in the Defence and Intelligent Systems Integration space. Since its inception in 2003, ESSI has led the Total Security domain with its focus on innovation and commitment to integrity.

Currently with over a 150 employees, we are proud to be developing, integrating, and maintaining mission critical systems for esteemed clients such as the Indian Parliament, the President's House, the Prime Minister's Office, the Prime Minister's Residence, Delhi Secretariat, Lucknow Secretariat, the Reserve Bank headquarters, the Ministry of Defence headquarters, UIDAI headquarters, Delhi International Airport, National Defence College, National Police Academy, Bhabha Atomic Research Center and others.

In the last 15+ years, we have implemented pan-India turnkey projects in numerous government institutions, power stations, industrial plants, research centers, military premises, embassies, airports, banks, private institutions, and public spaces.

ESSI is unequivocally recognized for our leadership, foresight, and dedication to quality through reputed institutions such as the CISF Prize for Most Innovative Product, ITPO Gold Award for Best System Integration, Best System Integrator Award by Panasonic India, and others.

Deeply embedded in the technology ecosystem by our integration experience with hundreds of OEMs and through holding strategic partnerships with technology suppliers, government agencies, and public sector undertakings - ESSI is able to address complex problems using bleeding edge automation paradigms.

ESSIs products and services are compliant with the latest standards and certifications like Defence Research and Development Organisation (DRDO), Ministry of Defence, National Small Industries Corporation, ISO 9001:2015, and CE.
","
101 Mercantile House
","
Private
",New Delhi,86,ESSI Security and Defence,India,"
Between 100 to 500
","
Contacted by CDC
","
Core Engineering,IT/Software
",0,"
Below 50
",https://www.essi.co.in,110001
,"
","
",,87,Unscrambl,,,,"
",0,,,
"
Unique Identification Authority of India (UIDAI) was created with the objective to issue Unique Identification numbers (UID), named as AADHAAR, to all entitled residents of India that (a) is robust enough to eliminate duplicate and fake identities, and (b) can be used for online authentication anytime anywhere in an easy & cost-effective way.

Today AADHAAR covers more than 90% of the population and is the de facto mode of service delivery for a number of schemes and programmes, both in the government and private sector. AADHAAR is playing the transformational role of plugging leakages from government schemes. AADHAAR has the capability to transform the way businesses run and uplift the economy by bridging the digital divide between rich and poor.

AADHAAR is not just one of the largest enrollment and authentication ecosystems but also the most sophisticated and complex technology infrastructures across the world. With the ever evolving technology landscape, UIDAI wants to innovate in technology to maintain and improve its high standards of design, scalability and security. In this regard, UIDAI seeks to benefit from the fresh ideas and creative minds of the young graduates from the premier institutes of India.
","
Bangla Sahib Rd, Behind Kali Mandir, Sector 4, Gole Market
","
Government
",New Delhi,88,Unique Identification Authority of India (UIDAI),India,"
Between 1000 to 5000
","
Self
","
IT/Software
",0,,https://uidai.gov.in/,110001
